work_order_id,asset_id,plant_id,type,cmms_status,field_status,opened_at,closed_at,temporary_bypass,notes
WO-000979,OT-01751,PLT-16,PM,DEFERRED,RETURNED_TO_SERVICE,2026-09-19T23:00:00,2026-09-22T12:00:00,NO,standard work
WO-000980,OT-01759,PLT-16,INSPECTION,DEFERRED,OUT_OF_SERVICE,2026-09-02T19:00:00,2026-09-04T21:00:00,NO,awaiting vendor
WO-000981,OT-00741,PLT-07,EMERGENCY,DEFERRED,ACTIVE,2026-09-29T02:00:00,,NO,documentation pending
WO-000982,OT-01853,PLT-17,INSPECTION,OPEN,ACTIVE,2026-10-01T02:00:00,2026-10-03T01:00:00,NO,parts substituted
WO-000983,OT-01129,PLT-11,PM,IN_PROGRESS,RETURNED_TO_SERVICE,2026-10-09T03:00:00,,NO,documentation pending
WO-000984,OT-01072,PLT-10,PM,DEFERRED,OUT_OF_SERVICE,2026-10-05T19:00:00,2026-10-08T15:00:00,NO,standard work
WO-000985,OT-00530,PLT-05,CM,DEFERRED,OUT_OF_SERVICE,2026-09-24T15:00:00,,NO,standard work
WO-000986,OT-00001,PLT-01,INSPECTION,IN_PROGRESS,OUT_OF_SERVICE,2026-09-13T01:00:00,,NO,standard work
WO-000987,OT-00827,PLT-08,EMERGENCY,CLOSED,DEGRADED,2026-09-28T10:00:00,2026-09-29T01:00:00,NO,awaiting vendor
WO-000988,OT-00110,PLT-02,EMERGENCY,OPEN,ACTIVE,2026-09-12T03:00:00,,NO,documentation pending
WO-000989,OT-01570,PLT-15,PM,OPEN,ACTIVE,2026-09-02T21:00:00,,NO,awaiting vendor
WO-000990,OT-00284,PLT-03,EMERGENCY,CLOSED,RETURNED_TO_SERVICE,2026-10-04T21:00:00,2026-10-07T04:00:00,NO,standard work
WO-000991,OT-01544,PLT-14,INSPECTION,OPEN,OUT_OF_SERVICE,2026-10-08T13:00:00,2026-10-09T06:00:00,NO,documentation pending
WO-000992,OT-00769,PLT-08,CALIBRATION,OPEN,OUT_OF_SERVICE,2026-09-15T13:00:00,,NO,documentation pending
WO-000993,OT-00115,PLT-02,EMERGENCY,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-20T03:00:00,,NO,documentation pending
WO-000994,OT-01191,PLT-11,INSPECTION,OPEN,DEGRADED,2026-10-01T23:00:00,,NO,operator workaround active
WO-000995,OT-01573,PLT-15,CALIBRATION,DEFERRED,ACTIVE,2026-09-04T23:00:00,,NO,standard work
WO-000996,OT-01005,PLT-10,INSPECTION,IN_PROGRESS,DEGRADED,2026-09-16T18:00:00,,NO,documentation pending
WO-000997,OT-01073,PLT-10,CALIBRATION,OPEN,OUT_OF_SERVICE,2026-09-18T11:00:00,,NO,parts substituted
WO-000998,OT-01191,PLT-11,PM,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-02T02:00:00,,NO,awaiting vendor
WO-000999,OT-00890,PLT-09,CALIBRATION,DEFERRED,RETURNED_TO_SERVICE,2026-09-26T21:00:00,,NO,operator workaround active
WO-001000,OT-00899,PLT-09,CALIBRATION,IN_PROGRESS,DEGRADED,2026-09-12T01:00:00,,NO,operator workaround active
WO-001001,OT-00030,PLT-01,CM,CLOSED,OUT_OF_SERVICE,2026-09-08T22:00:00,2026-09-10T00:00:00,YES,standard work
WO-001002,OT-00675,PLT-07,CALIBRATION,DEFERRED,RETURNED_TO_SERVICE,2026-09-10T06:00:00,2026-09-12T02:00:00,NO,operator workaround active
WO-001003,OT-01515,PLT-14,INSPECTION,CLOSED,RETURNED_TO_SERVICE,2026-10-02T20:00:00,2026-10-03T09:00:00,NO,parts substituted
WO-001004,OT-01617,PLT-15,EMERGENCY,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-09T23:00:00,,NO,standard work
WO-001005,OT-00194,PLT-02,INSPECTION,IN_PROGRESS,DEGRADED,2026-09-04T08:00:00,2026-09-05T03:00:00,NO,parts substituted
WO-001006,OT-01669,PLT-16,EMERGENCY,CLOSED,RETURNED_TO_SERVICE,2026-09-19T13:00:00,,NO,awaiting vendor
WO-001007,OT-00394,PLT-04,EMERGENCY,IN_PROGRESS,OUT_OF_SERVICE,2026-09-30T18:00:00,,NO,parts substituted
WO-001008,OT-01987,PLT-18,EMERGENCY,CLOSED,DEGRADED,2026-10-03T19:00:00,,NO,parts substituted
WO-001009,OT-00344,PLT-04,CM,CLOSED,DEGRADED,2026-09-30T19:00:00,,NO,operator workaround active
WO-001010,OT-00147,PLT-02,PM,IN_PROGRESS,DEGRADED,2026-09-26T02:00:00,2026-09-28T19:00:00,NO,parts substituted
WO-001011,OT-00472,PLT-05,EMERGENCY,CLOSED,DEGRADED,2026-09-02T19:00:00,2026-09-05T00:00:00,NO,standard work
WO-001012,OT-01633,PLT-15,EMERGENCY,CLOSED,RETURNED_TO_SERVICE,2026-10-10T14:00:00,,NO,standard work
WO-001013,OT-00674,PLT-07,INSPECTION,DEFERRED,RETURNED_TO_SERVICE,2026-09-22T14:00:00,,NO,parts substituted
WO-001014,OT-00128,PLT-02,EMERGENCY,IN_PROGRESS,DEGRADED,2026-09-20T05:00:00,,NO,standard work
WO-001015,OT-00847,PLT-08,INSPECTION,CLOSED,ACTIVE,2026-10-03T08:00:00,2026-10-06T03:00:00,NO,standard work
WO-001016,OT-00313,PLT-03,PM,OPEN,OUT_OF_SERVICE,2026-09-03T21:00:00,,NO,parts substituted
WO-001017,OT-01917,PLT-18,CALIBRATION,CLOSED,DEGRADED,2026-10-10T19:00:00,2026-10-12T12:00:00,NO,parts substituted
WO-001018,OT-00984,PLT-09,INSPECTION,OPEN,ACTIVE,2026-10-07T09:00:00,,NO,parts substituted
WO-001019,OT-00930,PLT-09,CALIBRATION,IN_PROGRESS,DEGRADED,2026-09-21T09:00:00,,NO,parts substituted
WO-001020,OT-01463,PLT-14,CALIBRATION,OPEN,RETURNED_TO_SERVICE,2026-09-25T00:00:00,2026-09-27T21:00:00,NO,documentation pending
WO-001021,OT-01570,PLT-15,CM,IN_PROGRESS,OUT_OF_SERVICE,2026-09-12T13:00:00,2026-09-15T07:00:00,NO,parts substituted
WO-001022,OT-01791,PLT-17,CM,OPEN,OUT_OF_SERVICE,2026-10-07T00:00:00,2026-10-07T19:00:00,NO,awaiting vendor
WO-001023,OT-01080,PLT-10,CM,OPEN,ACTIVE,2026-10-05T12:00:00,2026-10-07T10:00:00,NO,parts substituted
WO-001024,OT-01283,PLT-12,INSPECTION,OPEN,RETURNED_TO_SERVICE,2026-09-06T00:00:00,2026-09-06T17:00:00,NO,operator workaround active
WO-001025,OT-01471,PLT-14,CALIBRATION,CLOSED,ACTIVE,2026-10-07T12:00:00,2026-10-09T23:00:00,NO,parts substituted
WO-001026,OT-00369,PLT-04,PM,DEFERRED,RETURNED_TO_SERVICE,2026-09-04T18:00:00,,NO,parts substituted
WO-001027,OT-01555,PLT-15,INSPECTION,DEFERRED,ACTIVE,2026-09-28T09:00:00,2026-10-01T09:00:00,NO,operator workaround active
WO-001028,OT-00800,PLT-08,INSPECTION,CLOSED,RETURNED_TO_SERVICE,2026-10-08T18:00:00,2026-10-11T14:00:00,NO,parts substituted
WO-001029,OT-01814,PLT-17,INSPECTION,CLOSED,RETURNED_TO_SERVICE,2026-09-15T10:00:00,2026-09-15T12:00:00,NO,awaiting vendor
WO-001030,OT-01538,PLT-14,CM,OPEN,ACTIVE,2026-09-13T03:00:00,2026-09-13T19:00:00,NO,standard work
WO-001031,OT-00839,PLT-08,INSPECTION,CLOSED,OUT_OF_SERVICE,2026-09-10T00:00:00,,NO,standard work
WO-001032,OT-01321,PLT-13,EMERGENCY,CLOSED,DEGRADED,2026-10-08T16:00:00,,NO,operator workaround active
WO-001033,OT-00991,PLT-10,INSPECTION,CLOSED,DEGRADED,2026-09-06T08:00:00,,NO,awaiting vendor
WO-001034,OT-00373,PLT-04,INSPECTION,IN_PROGRESS,ACTIVE,2026-10-05T11:00:00,2026-10-05T20:00:00,NO,operator workaround active
WO-001035,OT-01716,PLT-16,EMERGENCY,OPEN,RETURNED_TO_SERVICE,2026-09-15T09:00:00,,NO,standard work
WO-001036,OT-01931,PLT-18,CALIBRATION,OPEN,DEGRADED,2026-09-04T12:00:00,,NO,operator workaround active
WO-001037,OT-01806,PLT-17,INSPECTION,OPEN,DEGRADED,2026-10-07T20:00:00,,NO,awaiting vendor
WO-001038,OT-00793,PLT-08,EMERGENCY,IN_PROGRESS,ACTIVE,2026-09-24T20:00:00,2026-09-25T00:00:00,NO,standard work
WO-001039,OT-01699,PLT-16,EMERGENCY,IN_PROGRESS,ACTIVE,2026-10-07T01:00:00,2026-10-09T04:00:00,NO,awaiting vendor
WO-001040,OT-00775,PLT-08,EMERGENCY,CLOSED,ACTIVE,2026-09-13T04:00:00,2026-09-13T23:00:00,NO,standard work
WO-001041,OT-00606,PLT-06,CALIBRATION,CLOSED,RETURNED_TO_SERVICE,2026-09-07T15:00:00,,YES,parts substituted
WO-001042,OT-00129,PLT-02,CALIBRATION,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-23T09:00:00,,NO,standard work
WO-001043,OT-01293,PLT-12,INSPECTION,CLOSED,OUT_OF_SERVICE,2026-10-09T14:00:00,2026-10-10T03:00:00,NO,standard work
WO-001044,OT-01453,PLT-14,EMERGENCY,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-20T04:00:00,,NO,operator workaround active
WO-001045,OT-01685,PLT-16,EMERGENCY,CLOSED,OUT_OF_SERVICE,2026-09-16T19:00:00,2026-09-18T01:00:00,NO,standard work
WO-001046,OT-00828,PLT-08,CALIBRATION,OPEN,OUT_OF_SERVICE,2026-10-09T06:00:00,,NO,parts substituted
WO-001047,OT-01370,PLT-13,EMERGENCY,DEFERRED,OUT_OF_SERVICE,2026-09-09T02:00:00,2026-09-10T07:00:00,NO,operator workaround active
WO-001048,OT-01980,PLT-18,CALIBRATION,IN_PROGRESS,DEGRADED,2026-09-02T07:00:00,,NO,standard work
WO-001049,OT-00030,PLT-01,CALIBRATION,CLOSED,DEGRADED,2026-10-10T14:00:00,2026-10-10T18:00:00,NO,documentation pending
WO-001050,OT-01815,PLT-17,CALIBRATION,OPEN,DEGRADED,2026-09-19T01:00:00,2026-09-19T02:00:00,NO,parts substituted
WO-001051,OT-00789,PLT-08,CALIBRATION,CLOSED,DEGRADED,2026-10-03T06:00:00,,NO,standard work
WO-001052,OT-00988,PLT-10,PM,OPEN,RETURNED_TO_SERVICE,2026-09-28T07:00:00,2026-10-01T05:00:00,NO,standard work
WO-001053,OT-01810,PLT-17,PM,CLOSED,ACTIVE,2026-09-26T12:00:00,2026-09-29T06:00:00,NO,standard work
WO-001054,OT-00774,PLT-08,EMERGENCY,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-24T10:00:00,2026-09-24T14:00:00,NO,documentation pending
WO-001055,OT-01002,PLT-10,CM,DEFERRED,DEGRADED,2026-09-28T21:00:00,2026-10-01T02:00:00,NO,operator workaround active
WO-001056,OT-01083,PLT-10,PM,OPEN,RETURNED_TO_SERVICE,2026-10-06T01:00:00,,NO,standard work
WO-001057,OT-01697,PLT-16,CM,IN_PROGRESS,ACTIVE,2026-09-02T20:00:00,2026-09-04T14:00:00,NO,parts substituted
WO-001058,OT-01577,PLT-15,EMERGENCY,IN_PROGRESS,OUT_OF_SERVICE,2026-09-26T15:00:00,2026-09-26T20:00:00,NO,documentation pending
WO-001059,OT-00153,PLT-02,PM,CLOSED,OUT_OF_SERVICE,2026-09-15T22:00:00,,NO,awaiting vendor
WO-001060,OT-00777,PLT-08,INSPECTION,DEFERRED,RETURNED_TO_SERVICE,2026-09-05T18:00:00,,NO,parts substituted
WO-001061,OT-00934,PLT-09,INSPECTION,IN_PROGRESS,DEGRADED,2026-10-08T05:00:00,,NO,operator workaround active
WO-001062,OT-00974,PLT-09,EMERGENCY,DEFERRED,RETURNED_TO_SERVICE,2026-09-30T01:00:00,2026-10-02T02:00:00,NO,standard work
WO-001063,OT-00222,PLT-03,INSPECTION,CLOSED,OUT_OF_SERVICE,2026-09-17T01:00:00,,NO,parts substituted
WO-001064,OT-01707,PLT-16,CM,DEFERRED,RETURNED_TO_SERVICE,2026-09-12T12:00:00,2026-09-14T01:00:00,YES,operator workaround active
WO-001065,OT-00563,PLT-06,EMERGENCY,OPEN,RETURNED_TO_SERVICE,2026-09-29T05:00:00,,NO,documentation pending
WO-001066,OT-00458,PLT-05,CALIBRATION,IN_PROGRESS,RETURNED_TO_SERVICE,2026-10-04T15:00:00,,NO,awaiting vendor
WO-001067,OT-01208,PLT-12,INSPECTION,IN_PROGRESS,OUT_OF_SERVICE,2026-09-03T10:00:00,2026-09-04T23:00:00,NO,documentation pending
WO-001068,OT-00093,PLT-01,EMERGENCY,CLOSED,OUT_OF_SERVICE,2026-09-10T22:00:00,2026-09-12T20:00:00,NO,standard work
WO-001069,OT-01864,PLT-17,CM,CLOSED,OUT_OF_SERVICE,2026-09-25T00:00:00,,NO,operator workaround active
WO-001070,OT-02015,PLT-18,PM,IN_PROGRESS,DEGRADED,2026-09-19T07:00:00,2026-09-20T19:00:00,NO,standard work
WO-001071,OT-00811,PLT-08,PM,OPEN,DEGRADED,2026-10-08T15:00:00,2026-10-10T06:00:00,NO,parts substituted
WO-001072,OT-01489,PLT-14,INSPECTION,CLOSED,RETURNED_TO_SERVICE,2026-09-03T08:00:00,,NO,parts substituted
WO-001073,OT-00350,PLT-04,PM,DEFERRED,DEGRADED,2026-09-20T12:00:00,2026-09-22T12:00:00,NO,parts substituted
WO-001074,OT-00527,PLT-05,CM,CLOSED,ACTIVE,2026-09-04T09:00:00,,NO,documentation pending
WO-001075,OT-00876,PLT-08,CALIBRATION,CLOSED,RETURNED_TO_SERVICE,2026-09-19T18:00:00,,NO,documentation pending
WO-001076,OT-00728,PLT-07,CALIBRATION,CLOSED,RETURNED_TO_SERVICE,2026-09-06T01:00:00,,NO,parts substituted
WO-001077,OT-01065,PLT-10,EMERGENCY,IN_PROGRESS,DEGRADED,2026-10-05T15:00:00,,NO,parts substituted
WO-001078,OT-01242,PLT-12,CALIBRATION,OPEN,OUT_OF_SERVICE,2026-09-17T14:00:00,2026-09-19T00:00:00,NO,standard work
WO-001079,OT-00092,PLT-01,EMERGENCY,CLOSED,ACTIVE,2026-09-01T19:00:00,,NO,documentation pending
WO-001080,OT-00680,PLT-07,EMERGENCY,CLOSED,RETURNED_TO_SERVICE,2026-10-02T03:00:00,,NO,documentation pending
WO-001081,OT-00209,PLT-03,CALIBRATION,DEFERRED,OUT_OF_SERVICE,2026-09-07T01:00:00,,NO,documentation pending
WO-001082,OT-01738,PLT-16,EMERGENCY,OPEN,OUT_OF_SERVICE,2026-09-09T15:00:00,,NO,parts substituted
WO-001083,OT-00915,PLT-09,PM,OPEN,OUT_OF_SERVICE,2026-09-12T22:00:00,2026-09-13T10:00:00,NO,parts substituted
WO-001084,OT-00129,PLT-02,INSPECTION,OPEN,OUT_OF_SERVICE,2026-09-14T08:00:00,2026-09-16T23:00:00,NO,awaiting vendor
WO-001085,OT-00362,PLT-04,CALIBRATION,DEFERRED,ACTIVE,2026-09-28T12:00:00,2026-09-28T14:00:00,NO,documentation pending
WO-001086,OT-00231,PLT-03,CALIBRATION,OPEN,DEGRADED,2026-09-22T23:00:00,2026-09-23T15:00:00,YES,operator workaround active
WO-001087,OT-00629,PLT-06,EMERGENCY,IN_PROGRESS,ACTIVE,2026-09-20T10:00:00,2026-09-22T01:00:00,NO,standard work
WO-001088,OT-00424,PLT-04,CALIBRATION,OPEN,OUT_OF_SERVICE,2026-09-12T05:00:00,2026-09-14T20:00:00,NO,documentation pending
WO-001089,OT-00297,PLT-03,PM,DEFERRED,ACTIVE,2026-09-17T04:00:00,2026-09-20T02:00:00,NO,operator workaround active
WO-001090,OT-00123,PLT-02,EMERGENCY,DEFERRED,DEGRADED,2026-10-05T16:00:00,2026-10-07T14:00:00,NO,documentation pending
WO-001091,OT-00665,PLT-07,INSPECTION,IN_PROGRESS,ACTIVE,2026-09-08T22:00:00,2026-09-09T19:00:00,NO,parts substituted
WO-001092,OT-01632,PLT-15,EMERGENCY,IN_PROGRESS,DEGRADED,2026-10-08T05:00:00,2026-10-10T15:00:00,NO,documentation pending
WO-001093,OT-01235,PLT-12,PM,IN_PROGRESS,OUT_OF_SERVICE,2026-10-10T04:00:00,2026-10-10T18:00:00,NO,operator workaround active
WO-001094,OT-01073,PLT-10,PM,IN_PROGRESS,DEGRADED,2026-09-17T17:00:00,,NO,parts substituted
WO-001095,OT-01581,PLT-15,INSPECTION,DEFERRED,RETURNED_TO_SERVICE,2026-09-03T13:00:00,,NO,operator workaround active
WO-001096,OT-00547,PLT-06,CM,DEFERRED,RETURNED_TO_SERVICE,2026-09-03T08:00:00,2026-09-06T07:00:00,NO,parts substituted
WO-001097,OT-00387,PLT-04,PM,DEFERRED,ACTIVE,2026-10-06T07:00:00,2026-10-08T15:00:00,YES,parts substituted
WO-001098,OT-01520,PLT-14,INSPECTION,OPEN,RETURNED_TO_SERVICE,2026-09-02T09:00:00,2026-09-04T12:00:00,NO,awaiting vendor
WO-001099,OT-01096,PLT-10,PM,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-05T19:00:00,2026-09-07T23:00:00,NO,operator workaround active
WO-001100,OT-01262,PLT-12,CALIBRATION,CLOSED,ACTIVE,2026-09-04T15:00:00,2026-09-06T08:00:00,NO,standard work
WO-001101,OT-01306,PLT-12,EMERGENCY,DEFERRED,RETURNED_TO_SERVICE,2026-09-19T21:00:00,2026-09-20T21:00:00,YES,parts substituted
WO-001102,OT-00919,PLT-09,INSPECTION,OPEN,OUT_OF_SERVICE,2026-09-12T23:00:00,2026-09-14T19:00:00,NO,operator workaround active
WO-001103,OT-01181,PLT-11,CM,CLOSED,RETURNED_TO_SERVICE,2026-09-11T09:00:00,2026-09-11T17:00:00,NO,parts substituted
WO-001104,OT-01787,PLT-17,CALIBRATION,OPEN,DEGRADED,2026-09-18T09:00:00,,YES,operator workaround active
WO-001105,OT-00240,PLT-03,CM,OPEN,OUT_OF_SERVICE,2026-09-21T22:00:00,,NO,awaiting vendor
WO-001106,OT-01249,PLT-12,PM,OPEN,ACTIVE,2026-10-06T13:00:00,2026-10-09T09:00:00,NO,standard work
WO-001107,OT-01098,PLT-10,CALIBRATION,IN_PROGRESS,OUT_OF_SERVICE,2026-09-07T07:00:00,2026-09-09T10:00:00,NO,standard work
WO-001108,OT-01076,PLT-10,INSPECTION,DEFERRED,RETURNED_TO_SERVICE,2026-10-04T20:00:00,2026-10-06T12:00:00,NO,documentation pending
WO-001109,OT-00767,PLT-08,CM,DEFERRED,ACTIVE,2026-09-21T14:00:00,,NO,operator workaround active
WO-001110,OT-00752,PLT-07,PM,DEFERRED,ACTIVE,2026-10-03T12:00:00,,NO,operator workaround active
WO-001111,OT-00701,PLT-07,INSPECTION,DEFERRED,DEGRADED,2026-10-01T01:00:00,,NO,documentation pending
WO-001112,OT-01625,PLT-15,CALIBRATION,CLOSED,RETURNED_TO_SERVICE,2026-09-09T07:00:00,2026-09-12T02:00:00,NO,awaiting vendor
WO-001113,OT-00405,PLT-04,CALIBRATION,IN_PROGRESS,ACTIVE,2026-09-07T13:00:00,,NO,awaiting vendor
WO-001114,OT-01585,PLT-15,CALIBRATION,OPEN,RETURNED_TO_SERVICE,2026-09-08T13:00:00,2026-09-11T00:00:00,NO,standard work
WO-001115,OT-01118,PLT-11,INSPECTION,CLOSED,DEGRADED,2026-10-04T11:00:00,,NO,awaiting vendor
WO-001116,OT-00209,PLT-03,CALIBRATION,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-11T14:00:00,,NO,operator workaround active
WO-001117,OT-00018,PLT-01,INSPECTION,DEFERRED,RETURNED_TO_SERVICE,2026-09-01T11:00:00,,NO,awaiting vendor
WO-001118,OT-00392,PLT-04,CALIBRATION,CLOSED,OUT_OF_SERVICE,2026-09-04T23:00:00,,NO,standard work
WO-001119,OT-01849,PLT-17,INSPECTION,CLOSED,DEGRADED,2026-09-03T23:00:00,,NO,documentation pending
WO-001120,OT-00096,PLT-01,INSPECTION,CLOSED,RETURNED_TO_SERVICE,2026-10-10T23:00:00,2026-10-12T19:00:00,NO,operator workaround active
WO-001121,OT-00536,PLT-06,EMERGENCY,OPEN,OUT_OF_SERVICE,2026-10-03T08:00:00,2026-10-03T16:00:00,NO,awaiting vendor
WO-001122,OT-00242,PLT-03,INSPECTION,IN_PROGRESS,RETURNED_TO_SERVICE,2026-10-02T09:00:00,,YES,operator workaround active
WO-001123,OT-00395,PLT-04,CM,CLOSED,ACTIVE,2026-10-01T23:00:00,,NO,standard work
WO-001124,OT-00566,PLT-06,CM,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-28T18:00:00,2026-09-29T16:00:00,NO,documentation pending
WO-001125,OT-01597,PLT-15,CALIBRATION,CLOSED,ACTIVE,2026-10-04T18:00:00,,NO,parts substituted
WO-001126,OT-00120,PLT-02,CALIBRATION,OPEN,OUT_OF_SERVICE,2026-10-05T12:00:00,2026-10-08T09:00:00,NO,standard work
WO-001127,OT-00805,PLT-08,EMERGENCY,CLOSED,DEGRADED,2026-09-11T15:00:00,2026-09-12T16:00:00,YES,operator workaround active
WO-001128,OT-01249,PLT-12,CALIBRATION,IN_PROGRESS,RETURNED_TO_SERVICE,2026-10-01T09:00:00,,NO,standard work
WO-001129,OT-01881,PLT-17,EMERGENCY,CLOSED,OUT_OF_SERVICE,2026-09-09T23:00:00,2026-09-12T07:00:00,NO,awaiting vendor
WO-001130,OT-00017,PLT-01,PM,IN_PROGRESS,DEGRADED,2026-09-03T12:00:00,,NO,standard work
WO-001131,OT-01522,PLT-14,CALIBRATION,DEFERRED,RETURNED_TO_SERVICE,2026-09-04T15:00:00,,NO,documentation pending
WO-001132,OT-01559,PLT-15,EMERGENCY,DEFERRED,DEGRADED,2026-09-28T23:00:00,2026-09-29T06:00:00,NO,awaiting vendor
WO-001133,OT-01415,PLT-13,EMERGENCY,DEFERRED,RETURNED_TO_SERVICE,2026-10-07T17:00:00,,NO,documentation pending
WO-001134,OT-01419,PLT-13,INSPECTION,IN_PROGRESS,OUT_OF_SERVICE,2026-10-05T17:00:00,2026-10-08T17:00:00,NO,operator workaround active
WO-001135,OT-01710,PLT-16,INSPECTION,CLOSED,DEGRADED,2026-09-25T09:00:00,2026-09-26T15:00:00,YES,awaiting vendor
WO-001136,OT-01181,PLT-11,CALIBRATION,CLOSED,RETURNED_TO_SERVICE,2026-10-06T00:00:00,2026-10-09T00:00:00,NO,awaiting vendor
WO-001137,OT-01916,PLT-18,EMERGENCY,DEFERRED,OUT_OF_SERVICE,2026-10-09T00:00:00,,NO,operator workaround active
WO-001138,OT-00165,PLT-02,PM,IN_PROGRESS,DEGRADED,2026-10-09T22:00:00,2026-10-12T03:00:00,NO,standard work
WO-001139,OT-00901,PLT-09,CALIBRATION,DEFERRED,DEGRADED,2026-10-09T17:00:00,,YES,awaiting vendor
WO-001140,OT-01662,PLT-15,PM,OPEN,ACTIVE,2026-09-15T22:00:00,,YES,standard work
WO-001141,OT-01009,PLT-10,CM,OPEN,RETURNED_TO_SERVICE,2026-09-09T11:00:00,2026-09-11T06:00:00,NO,documentation pending
WO-001142,OT-00300,PLT-03,EMERGENCY,CLOSED,ACTIVE,2026-09-21T10:00:00,2026-09-24T03:00:00,NO,parts substituted
WO-001143,OT-01486,PLT-14,CM,IN_PROGRESS,OUT_OF_SERVICE,2026-10-03T06:00:00,2026-10-05T22:00:00,YES,documentation pending
WO-001144,OT-01372,PLT-13,PM,DEFERRED,ACTIVE,2026-09-25T16:00:00,2026-09-27T03:00:00,NO,parts substituted
WO-001145,OT-01128,PLT-11,CALIBRATION,DEFERRED,OUT_OF_SERVICE,2026-10-08T11:00:00,,NO,standard work
WO-001146,OT-01044,PLT-10,INSPECTION,CLOSED,ACTIVE,2026-09-04T21:00:00,,NO,parts substituted
WO-001147,OT-00140,PLT-02,EMERGENCY,CLOSED,ACTIVE,2026-09-01T20:00:00,,NO,awaiting vendor
WO-001148,OT-00381,PLT-04,PM,IN_PROGRESS,DEGRADED,2026-09-09T14:00:00,2026-09-12T14:00:00,YES,operator workaround active
WO-001149,OT-01977,PLT-18,CALIBRATION,IN_PROGRESS,OUT_OF_SERVICE,2026-09-04T04:00:00,2026-09-06T19:00:00,YES,operator workaround active
WO-001150,OT-00380,PLT-04,EMERGENCY,OPEN,RETURNED_TO_SERVICE,2026-09-11T00:00:00,,NO,documentation pending
WO-001151,OT-00899,PLT-09,EMERGENCY,IN_PROGRESS,OUT_OF_SERVICE,2026-09-01T01:00:00,,NO,operator workaround active
WO-001152,OT-01001,PLT-10,CM,OPEN,OUT_OF_SERVICE,2026-10-05T03:00:00,2026-10-07T09:00:00,NO,operator workaround active
WO-001153,OT-00490,PLT-05,CALIBRATION,OPEN,ACTIVE,2026-09-08T10:00:00,2026-09-09T09:00:00,NO,documentation pending
WO-001154,OT-00413,PLT-04,CALIBRATION,OPEN,ACTIVE,2026-10-09T16:00:00,2026-10-09T17:00:00,NO,parts substituted
WO-001155,OT-00852,PLT-08,CALIBRATION,DEFERRED,RETURNED_TO_SERVICE,2026-09-21T19:00:00,2026-09-24T17:00:00,NO,awaiting vendor
WO-001156,OT-01248,PLT-12,CALIBRATION,CLOSED,DEGRADED,2026-09-27T16:00:00,2026-09-30T11:00:00,NO,parts substituted
WO-001157,OT-00631,PLT-06,CM,OPEN,OUT_OF_SERVICE,2026-09-23T13:00:00,2026-09-24T17:00:00,NO,standard work
WO-001158,OT-00836,PLT-08,INSPECTION,IN_PROGRESS,OUT_OF_SERVICE,2026-09-13T05:00:00,2026-09-16T04:00:00,NO,standard work
WO-001159,OT-01530,PLT-14,CALIBRATION,OPEN,ACTIVE,2026-09-06T02:00:00,,NO,operator workaround active
WO-001160,OT-00955,PLT-09,PM,DEFERRED,DEGRADED,2026-09-02T15:00:00,2026-09-04T15:00:00,NO,awaiting vendor
WO-001161,OT-01013,PLT-10,CM,IN_PROGRESS,RETURNED_TO_SERVICE,2026-10-03T22:00:00,2026-10-05T19:00:00,NO,operator workaround active
WO-001162,OT-00494,PLT-05,EMERGENCY,DEFERRED,DEGRADED,2026-09-20T16:00:00,2026-09-22T23:00:00,NO,documentation pending
WO-001163,OT-01910,PLT-18,INSPECTION,DEFERRED,OUT_OF_SERVICE,2026-09-26T08:00:00,2026-09-28T23:00:00,NO,documentation pending
WO-001164,OT-00705,PLT-07,PM,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-08T08:00:00,2026-09-11T01:00:00,NO,standard work
WO-001165,OT-00470,PLT-05,PM,DEFERRED,RETURNED_TO_SERVICE,2026-09-22T10:00:00,2026-09-22T18:00:00,NO,parts substituted
WO-001166,OT-00389,PLT-04,EMERGENCY,CLOSED,OUT_OF_SERVICE,2026-09-29T14:00:00,,NO,parts substituted
WO-001167,OT-00917,PLT-09,CM,DEFERRED,ACTIVE,2026-10-05T20:00:00,,NO,documentation pending
WO-001168,OT-00545,PLT-06,CALIBRATION,DEFERRED,RETURNED_TO_SERVICE,2026-09-21T02:00:00,2026-09-22T20:00:00,NO,parts substituted
WO-001169,OT-00335,PLT-04,CM,DEFERRED,OUT_OF_SERVICE,2026-09-12T06:00:00,2026-09-15T00:00:00,NO,documentation pending
WO-001170,OT-01552,PLT-14,PM,DEFERRED,DEGRADED,2026-09-10T21:00:00,2026-09-12T20:00:00,YES,operator workaround active
WO-001171,OT-01770,PLT-16,INSPECTION,OPEN,DEGRADED,2026-10-07T12:00:00,2026-10-08T19:00:00,NO,operator workaround active
WO-001172,OT-01769,PLT-16,EMERGENCY,CLOSED,DEGRADED,2026-09-29T12:00:00,,NO,operator workaround active
